,label,feature_1646,feature_3311,feature_823,feature_2622,feature_2571,feature_1790,feature_3254,feature_1044,feature_1618,feature_988,feature_527,feature_654,feature_1074,feature_1275,feature_110,feature_1627,feature_3206,feature_2105,feature_1837,feature_2019,feature_1544,feature_1613,feature_1629,feature_616,feature_1574,feature_3248,feature_1715,feature_1639,feature_792,feature_2758,feature_1538,feature_1572,feature_632,feature_1464,feature_1898,feature_1029,feature_1471,feature_720,feature_257,feature_1682,feature_1683,feature_1638,feature_1674,feature_1175,feature_3788,feature_244,feature_1232,feature_3806,feature_1995,feature_1577,feature_613,feature_2099,feature_3750,feature_3801,feature_2644,feature_1375,feature_2133,feature_666,feature_750,feature_317,feature_1615
333,1,-0.023162654,0.004040018,-0.14512497,-0.76491594,-0.045888353,0.007733692,0.090983726,0.044164576,0.08825061,0.39448333,0.13510546,-0.24763405,-0.026549863,0.05400401,0.02631294,-0.057000726,-0.004336224,-0.18285175,0.11173145,-0.16429503,-0.13200726,0.05837827,-0.10341843,-0.000480895,-0.16759235,-0.07696701,0.021124614,0.19666517,0.4333548,-0.01841037,0.032571923,0.006150825,-0.046116404,0.25068924,0.2241893,0.06702816,0.0820738,0.21995586,0.43010607,0.044994015,0.006468404,0.024752624,-0.034123905,0.003591243,0.017804291,0.022244528,-0.04240329,-0.007738414,0.085412815,0.011810572,0.106940255,-0.008613962,-0.039330766,0.025500437,-0.01096619,0.10913365,0.17643628,0.20233756,0.15121083,0.19369118,-0.06169164
2483,1,0.060592387,-0.019883493,-0.071445085,-0.7719288,0.10318657,0.019257009,0.054508198,0.12704825,0.03411917,0.47420776,-0.1178323,-0.005812396,-0.044094734,0.070548825,-0.009538852,-0.01683691,-0.058185972,-0.39720944,-0.070207305,-0.025598532,0.016828457,0.051680233,-0.038156204,0.020223333,0.03655722,0.04960656,0.033582114,0.16530748,0.16869609,-0.029401436,0.029747654,-0.019132406,-0.13551658,0.372194,0.16431867,-0.001289639,0.10395386,-0.060263675,0.38833463,0.10943203,0.05188622,0.07164552,0.14038935,-0.025140611,-0.14109035,0.03146944,0.13384154,0.020794652,-0.024741469,-0.05677745,0.09853881,0.07108338,0.028014846,-0.01802158,-0.017730977,0.2088018,-0.034066144,0.08307631,0.1942219,0.23131163,-0.013587514
583,4,-0.10485933,-0.06902182,0.14979905,-0.29907128,0.11287189,-0.04737793,-0.023948926,0.16215739,0.0905321,0.36065093,-0.00812653,0.30400598,0.000282526,-0.14602979,-0.01678838,-0.036146153,-0.02125552,-0.040533777,0.16536179,-0.16086286,-0.0735409,-0.07078124,-0.022589233,-0.15553842,-0.06267732,0.13231406,-0.029881248,0.1890175,0.24125917,-0.0451403,0.11686152,0.036147684,-0.097900406,0.27084976,0.11113205,0.3228996,0.19189362,0.18716878,0.22596453,0.014123836,0.04684215,0.07843486,0.049120635,0.13515222,-0.049655,-0.17107968,0.20308632,-0.025625436,0.01215711,-0.060426645,-0.123562634,-0.002267599,-0.015916739,0.06146522,-0.03114776,0.26783478,0.17329052,0.20280181,-0.08390562,0.5646024,-0.12283049
1328,4,0.10729153,0.09301916,-0.17902198,-0.47715148,-0.057708446,0.06748751,-0.10033235,-0.08228301,0.041036237,0.27626246,0.07716894,-0.14010163,0.08641702,0.13655701,0.032707836,0.077756606,0.08126038,0.005386223,0.024217613,-0.010832959,0.044616845,0.1553366,-0.049474634,0.14792284,0.05039033,0.039816316,-0.07749546,0.035727713,0.41054788,-0.12399758,-0.022598555,0.08119954,-0.21710505,0.24493665,0.25687143,-0.086101875,0.054143824,0.021741092,0.2401979,0.020511484,5.43E-06,-0.048440415,0.13005155,-0.098176524,-0.020792384,-0.008604757,-0.050979443,0.010694755,0.39396325,0.019150298,0.05727903,0.050560564,-0.02737913,-0.027826907,-0.04879851,0.03623151,0.124416545,0.2666913,0.14400089,0.2204745,0.052735806
1685,2,-0.001967498,-0.014158742,0.10677776,-0.49011576,0.07027136,-0.05072014,0.05314501,-0.1170351,0.07440501,0.37708724,0.1869908,0.3014791,0.1944577,-0.16416283,0.13251586,-0.03311098,-0.009124965,-0.08871552,0.022959447,-0.22785014,-0.01972387,0.091008484,-0.026093656,0.16496156,0.026174566,-0.013888299,-0.010910884,0.28410137,0.46037114,0.023360856,0.10004534,0.14553231,-0.11919922,-0.14449683,-0.040680967,0.30275184,0.39838633,0.07826506,0.3028227,0.026493283,0.08844533,-0.05839923,0.1776896,-0.07500903,-0.09695633,0.04311423,0.0508867,-0.012083536,-0.06445486,-0.032471076,0.09238459,-0.10384483,0.04078119,0.09121044,0.005257537,-0.022943135,0.21763279,0.09815747,0.07792313,0.25799468,0.10334274
2119,1,-0.13775599,-0.17100973,-0.023344366,-0.7568548,0.057037283,0.007504208,-0.034335427,0.1516173,0.019111937,0.32105577,0.030383298,0.048714522,-0.11068491,-0.017718745,0.13890137,-0.002512364,-0.053648405,-0.3507825,0.092238866,-0.16362834,0.030932838,0.052498806,-0.050742242,-0.09669561,-0.10749703,0.056436885,0.020102886,0.11086597,0.18512006,-0.017998327,0.001473904,0.04383801,-0.19624801,0.3992538,0.106139295,0.27872956,0.17884879,0.19137016,0.29633188,0.009115372,0.002627517,0.0227466,0.048192773,0.06293847,-0.04695682,-0.25298902,0.09927867,-0.03468341,0.030969912,0.0224963,0.17493808,-0.04461378,-0.0637918,0.018067617,0.004117445,0.2929,0.067354664,-0.12890218,0.098455474,0.25605452,-0.023711648
2374,4,0.001616748,0.15499085,-0.27863353,-0.54527634,0.07399663,0.004703041,-0.120461285,-0.068349004,0.002174229,0.40132618,0.07169138,-0.21863635,0.18850225,0.1029228,0.19025111,-0.09679305,0.07414669,0.14986244,0.029924966,-0.2971268,-0.03350113,0.14232682,-0.100250445,0.1508654,-0.012616524,-0.15246058,-0.050222684,0.012236252,0.48686025,-0.02133315,0.12190236,0.14953795,-0.008304285,-0.03851197,0.21646716,-0.017644376,0.1371701,0.1476914,0.36542553,0.045762993,0.026101284,0.15406801,0.22033006,0.10267154,-0.021161407,0.5220338,-0.006547269,0.01036652,0.6688447,-0.12534313,0.10181286,0.10372192,-0.009351184,-0.04324521,-0.12716645,-0.004328246,0.26164633,0.017823795,0.1358255,0.17895727,0.02040894
803,1,-0.18735494,0.045643892,-0.08835862,-0.6474158,0.07808761,-0.033221498,0.063269,0.106928244,-0.04061457,0.4199604,0.11879301,-0.16840671,0.1298422,-0.03648097,-0.001528961,0.03886215,0.013804537,-0.2731461,0.21397844,-0.15329838,-0.12353339,0.014716649,-0.18607135,-0.026514579,-0.07307375,0.0232231,-0.000523244,0.053491216,0.14882998,-0.053608872,0.09080491,0.08881552,-0.0491028,0.07992218,0.22742875,0.42287716,0.12715532,0.11818701,0.29819423,0.16498196,-0.04565585,-0.008815475,0.028565291,-0.018531922,0.017361388,0.054967113,0.032504335,-0.017072376,0.3099175,-0.006904284,0.057791784,0.063351594,-0.08269699,0.05277895,-0.02386392,0.27851668,0.06720975,0.22759698,-0.014097117,0.07790306,-0.043742746
625,4,-0.08936505,0.031175343,-0.030305862,-0.61582816,0.10521829,0.1329293,-0.11062281,0.047098264,-0.069191195,0.39710343,0.020658046,-0.6369281,0.2145901,0.034070235,0.08371617,-0.07640316,0.042031735,-0.3538521,0.34453136,-0.40791136,-0.19894949,-0.07722893,-0.16067162,0.12651007,-0.069261365,0.047682937,-0.067114554,-0.05445464,0.3039059,-0.089574315,0.07712144,0.14829402,-0.22557269,0.10890617,0.16090792,0.35247204,0.013123369,0.23863839,0.13756359,0.12414159,-0.039923463,-0.042593066,-0.016478006,0.106742784,0.042059645,0.116660185,0.1624732,-0.027602626,0.36512265,-0.15959875,-0.012461018,-0.008818922,-0.063795626,0.074185744,-0.007809958,0.17568286,0.13549744,0.26706517,-0.043013137,0.17501047,-0.043945335
746,6,0.13762291,0.048389412,-0.2401646,-0.79730207,0.04316151,0.031155838,-0.011358041,-0.02533317,0.14080708,0.38811854,0.029422456,-0.3172141,-0.035095353,0.033042178,0.17381096,-0.111260645,0.001027094,-0.26381287,0.08985021,-0.02970803,0.06018325,0.006098996,-0.103630275,0.13983762,0.070164554,-0.00639054,-0.05691428,0.061759308,0.11890463,-0.029832864,0.014435927,0.034451008,-0.09056772,0.38897383,0.28691217,0.067991115,0.07365662,-0.11107079,0.36893108,0.08060313,0.050180454,0.0362981,0.050854754,0.18796538,0.013428862,0.25878334,0.05337719,0.02875318,0.26945627,-0.06277332,0.12678309,-0.002955828,0.014624851,0.03393971,0.014938535,0.3073672,-0.014759615,0.3601808,0.041084893,0.20959286,0.000681225
1968,2,-0.06262638,0.014428012,-0.032001965,-0.4090262,0.025473583,0.004255409,-0.07207448,-0.038555637,-0.046324987,0.44236425,0.031292763,-0.07177228,0.15551107,-0.058909096,-0.33934143,0.02889067,0.003479642,0.025979789,-0.026265604,-0.30265522,-0.1483896,0.036310233,-0.10548858,-0.007132443,-0.14923334,-0.025544018,-0.110534415,0.1949841,0.41214442,0.050905757,0.10260623,0.10444577,0.030207641,0.048473354,0.3034657,0.4687228,0.25729024,0.24585931,0.16753495,0.002775103,-0.035646357,0.023770873,0.017601823,-0.10528733,-0.073383704,0.44855198,0.2182607,-0.05563128,-0.073138766,0.036547676,0.036563743,-0.043762635,-0.015798582,0.026002357,-0.048923753,-0.039301004,0.21209618,0.22239986,-0.058174003,0.27658802,-0.03529029
25,1,0.002122786,-0.004528677,-0.010808057,-0.74684244,0.033087917,-0.010807118,0.028748069,0.115947284,0.077060916,0.36577225,-0.02521677,0.05229832,-0.059241783,0.010357001,0.0986236,0.06807008,-0.004544898,-0.32483685,-0.006308849,-0.06924395,-0.089338124,0.022347445,-0.05299754,-0.073720194,0.072848834,-0.047647458,0.042500153,0.08629742,0.18963233,0.023253908,0.046188187,0.04864499,-0.08119419,0.28359494,0.13431703,0.23164527,0.10133,-0.10474778,0.36857954,0.05161474,-0.021443248,-0.021698719,0.072542906,0.147557,-0.05879631,0.014386208,0.20441642,-0.050112043,0.18283369,0.05389803,0.17277594,-0.065038875,-0.10016978,0.09966952,0.000199558,0.27965525,-0.012247617,0.04998948,0.00855905,0.23407647,-0.018736683
1940,4,-0.38041422,0.04346965,0.030131225,-0.64242125,0.18581195,0.22117065,0.036035977,-0.2624567,0.17196728,0.46146512,0.12455766,0.23624983,0.038003966,0.10097044,0.3989341,-0.13449715,-0.054838143,-0.17246836,0.247289,-0.26602423,0.060584072,0.3699133,0.023477593,0.11100193,0.023791455,-0.076221235,-0.062181897,0.15830578,0.6323285,-0.12091041,0.044339884,0.15676977,-0.06351322,-0.3834873,0.1836937,0.61155367,-0.26016372,-0.12745999,0.4512575,0.020096907,-0.11438286,0.16028655,0.087071836,0.43850312,-0.07901578,0.12762654,0.024401955,0.14463277,-0.13330726,-0.16955966,-0.101415955,-0.13650174,0.10894075,0.048494577,-0.029529115,-0.20143692,0.05664706,0.22970681,0.094975874,0.008156364,0.13266802
710,1,-0.124869436,-0.12279259,0.033494066,-0.721621,0.0782095,-0.030861882,0.005389923,0.18185697,-0.006977684,0.32635957,0.039924957,-0.044383667,-0.07151834,-0.029029978,0.041900508,0.021549586,-0.038806017,-0.32499263,0.10045926,-0.029037787,-0.072242044,-0.03859877,-0.06431079,0.0145351,0.028897986,0.07667843,0.003366302,0.05844826,0.30280033,-0.004724601,0.008254341,0.0177762,-0.23593427,0.40030545,0.21607158,0.21356317,0.15537885,-0.006506478,0.3168899,-0.00990967,-0.026648082,0.049211062,0.047454447,0.13786538,-0.041045457,-0.09672427,0.074912116,-0.010914927,-0.04032145,0.034352988,0.06677062,-0.07103055,-0.039372455,0.061877605,-0.014728435,0.29952642,0.06927715,0.023064597,0.121715516,0.16651402,0.00118627
1296,4,-0.17929816,0.033137232,0.0744525,-0.44158685,0.14871787,0.10550335,-0.07993102,0.07692417,0.037157062,0.45930505,0.10053115,0.048194665,0.2235098,-0.14771385,-0.076168,-0.047108527,-0.041662242,-0.12657821,0.17684299,-0.35480127,-0.075298905,-0.06539764,-0.035922732,0.10136066,-0.03888701,-0.04976799,0.029806133,0.17382029,0.52972907,-0.07936484,0.2096757,0.15198454,-0.15930398,-0.060625087,0.10384812,0.5630235,0.33523184,0.3229858,0.21861139,0.014498109,-0.121781394,-0.016705833,0.055986427,0.049930133,-0.10496336,0.54110247,0.22026525,-0.049926896,0.13998114,-0.0871402,0.080957,-0.037283905,-0.06801951,-0.021203898,-0.07208599,-0.09868305,0.21598704,0.006993664,0.020144159,0.32116255,-0.045838732
271,4,-0.16217336,-0.000752386,-0.009167469,-0.35098213,0.09389769,0.09503402,-0.032816768,0.09724673,0.032976158,0.5352117,0.057168733,-0.08488321,0.24317485,-0.14188474,-0.13200833,-0.04080566,-0.003430688,-0.11267713,0.28253698,-0.41095734,0.034191165,-0.078448705,-0.09481866,0.04291944,-0.016607413,0.080802664,-0.050858952,0.21773565,0.5450418,-0.013477358,0.09714325,0.18882284,-0.11109778,-0.13752228,0.10280002,0.6498695,0.33854875,0.2810157,0.071206905,0.032819897,-0.04790139,0.042961434,0.01914924,-0.06753582,0.008097652,0.6005537,0.2695475,0.024850912,-0.024938596,-0.06394797,-0.06145488,0.010457629,0.015144558,-0.021928405,-0.14240837,-0.058328874,0.2777888,0.11165989,-0.004980813,0.32801655,-0.003782034
2249,1,-0.092950165,-0.06890486,-0.1072461,-0.70972794,0.055932,-0.008783513,0.005628895,0.08962775,0.08450402,0.32213038,0.066195056,-0.32305807,-0.14665179,0.032936037,0.22131018,0.033930387,-0.032651052,-0.25971252,0.09507614,0.001546664,0.014320149,0.060852565,-0.058888007,0.063894995,-0.039850987,0.04555924,0.006516305,0.054288156,0.31396776,-0.033193976,-0.001281929,0.05056898,-0.18583053,0.4134135,0.2522249,0.15271346,0.032570906,0.008762835,0.38969582,0.006018193,0.028422846,0.04663824,0.048545618,0.16486895,-0.026500037,0.13947259,-0.03460275,-0.010856518,0.32984075,0.055578362,0.022248527,-0.07317511,-0.010391574,0.009977874,-0.012964399,0.39636093,0.09006312,0.15155303,0.035950396,0.13856745,0.02761449
1131,4,-0.12653108,-0.02526234,0.01723174,-0.54043657,0.11758349,0.108914,0.007831792,0.048875425,-0.07431139,0.4511638,-0.044535127,-0.094443,0.24248408,-0.066167474,-0.026661897,-0.021439495,-0.012598855,-0.020684397,0.2194559,-0.31248167,-0.044298444,0.006767948,-0.2001001,0.065103196,-0.017978719,-0.02248467,-0.033264283,0.25364065,0.40779558,0.052149564,0.0832979,0.07764227,-0.10286267,-0.07027265,0.10541442,0.40684178,0.2792371,0.33159485,0.3182985,0.003935763,0.05619659,0.078653306,0.08589731,-0.09777241,0.013335163,0.42878023,0.1400049,0.009547159,0.16707817,-0.08742923,-0.054366317,0.018585347,0.009159451,0.02625198,-0.08137587,0.21343805,0.256363,0.16691795,0.09709198,0.245014,-0.01726535
1072,2,-0.1262152,-0.25735626,-0.008447234,-0.5887737,0.06412347,-0.10616809,-0.07911345,0.13149022,0.062151846,0.33781695,0.0733425,0.22715785,0.003784297,-0.07635483,-0.03809897,0.007509324,-0.07565184,-0.39369684,0.006153629,-0.042990137,-0.050733924,0.037247013,0.026377073,0.024640556,0.001062283,0.15935515,-0.039155163,-0.014807277,0.012326464,8.85E-05,-0.00765824,0.010993716,-0.105857454,0.41557133,0.06112841,0.21409693,0.1626701,-0.010188144,0.036844395,-0.022458982,0.006634899,-0.033037927,0.04146239,0.013952145,-0.0398194,-0.40493914,0.05374765,-0.027610581,-0.22069743,0.06784887,0.24518494,-0.14762063,-0.07210307,0.060618654,0.029532438,0.3206912,-0.060597725,-0.10043469,-0.06736829,0.44496924,0.07782197
2089,0,-0.35420018,-0.1786271,0.17052223,-0.61075145,0.20873456,0.085757054,-0.08698796,-0.10186812,0.00278166,0.3264004,0.13790044,-0.08004797,0.0315144,0.062488448,0.39012828,-0.1278267,-0.036349587,-0.052194037,0.47297084,-0.096935675,0.1072706,0.10469109,-0.06481452,-0.14701921,-0.066446766,0.065683775,-0.06632848,-0.014771027,-0.07692277,-0.017053025,0.000174375,-0.01742391,-0.30385065,0.25750908,0.07328968,0.27992293,-0.07381886,-0.06981609,0.10567723,-0.046343785,-0.05194427,-0.041637752,0.0206631,0.2641235,0.022347162,-0.5783523,0.0708344,0.021759626,0.23791192,0.09599035,0.09009383,-0.19472165,0.01347606,0.09062666,0.037578322,0.39941788,0.08667051,-0.08797184,-0.16404112,0.2215272,-0.003045833
1986,4,-0.12616491,-0.16100098,0.073955745,-0.693475,0.0755752,0.03900816,0.08075347,0.111800104,0.024637848,0.37840688,0.13594636,-0.08975944,-0.048058428,-0.03790872,0.19933575,-0.036186848,-0.079619594,-0.31274378,0.13828744,-0.1408575,-0.010130423,-0.044154145,-0.06486854,-0.12703963,-0.11065858,0.06968662,-0.03646074,0.10021859,0.18295093,0.002042365,0.008397264,0.016366415,-0.07715002,0.4175068,0.12927125,0.19545549,0.043499768,0.022597153,0.30672562,0.070893794,-0.054652408,0.033634216,-0.07608585,0.072470106,-0.033501312,-0.28292525,0.037644506,-0.030166334,0.0476779,0.03147112,0.114064135,-0.04982517,-0.118592985,0.013157614,0.020286772,0.34522372,0.13944492,-0.02052631,-0.025708001,0.33096197,-0.05874277
1231,4,-0.059650917,-0.23970863,0.06460336,-0.6954563,0.05081736,-0.0405533,-0.01666619,0.16065226,0.032265574,0.27890038,0.06557353,0.02140745,-0.14594081,-0.011717296,0.1770266,-0.011437215,-0.037869025,-0.32765815,0.028429892,0.01004495,-0.038013883,0.021514306,-0.040015638,-0.013540025,0.032139357,0.0852454,-0.032469116,0.062104598,0.10198133,0.02221443,0.034651183,0.005676353,-0.16012488,0.4092054,0.17387964,0.2429129,0.15631162,0.025325332,0.22665872,-0.088610604,-0.04697194,0.026615333,0.039081596,0.17342089,-0.033502024,-0.29227808,0.10044684,-0.013611488,-0.041344497,0.007075594,0.07102619,-0.05973564,-0.08725371,0.048004985,0.011416238,0.35146818,0.01932449,-0.03792699,-0.14160532,0.3448148,0.012990858
1054,4,-0.1668844,-0.07252813,-0.027173823,-0.66713476,0.08106104,0.047194876,-0.023640918,0.20110962,0.056474525,0.39870176,0.08996925,-0.04885308,-0.07943805,-0.00295843,0.20860843,-0.039110065,-0.06953237,-0.24186224,0.26222402,-0.18377346,-0.02136797,-0.040439762,-0.00555755,-0.045547068,-0.08568182,0.039978426,-0.03273552,0.064832374,0.2333196,-0.027864918,-0.010323633,-0.018527253,-0.16477837,0.33576572,0.1329733,0.16622663,0.061428793,-0.03662856,0.34105074,0.002134763,-0.016534926,0.10396965,0.06666021,0.08667239,0.019056162,-0.25903553,-0.018178087,-0.02914086,0.29283026,0.07010411,-0.004946498,-0.017700944,-0.07802582,-0.06756451,0.012054095,0.30593097,0.059620805,0.04307843,0.16819641,0.21411742,0.014307612
485,1,0.044403274,0.11367773,0.04830995,-0.4662319,-0.036094107,0.004417556,-0.025957841,0.085209996,0.0746947,0.49909556,-0.096104175,-0.036284108,0.05760657,0.12982388,-0.15723754,-0.020509915,-0.016872812,-0.004699242,0.027574612,-0.1552094,-0.043844998,0.09454983,-0.04711913,0.016675772,0.058736946,0.14315124,0.014305976,0.15054446,0.3928442,-0.031563617,0.093127444,0.03613088,-0.19932584,0.11714928,0.12774636,0.22020304,0.12572446,0.031981844,0.3818636,0.1623059,-0.03948619,-0.038237482,0.21598779,-0.18698421,-0.04371279,-0.008142063,0.19145937,0.01891945,-0.16382535,-0.030674545,0.12850815,0.14987586,-0.005386133,0.029799521,-0.001865714,0.18495704,0.17727727,0.19370317,0.16980214,0.35925606,0.13379844
607,3,0.060756195,0.47543922,-0.261581,-0.609217,0.013681285,0.004301702,0.06052169,-0.19260164,0.036588494,0.4238818,0.08766989,-0.2825639,0.2239868,0.09530527,0.19745477,0.015564782,0.053700157,0.11503658,-0.25924838,-0.17677623,-0.042131465,0.23293416,-0.047068156,0.17858121,-0.05926986,-0.34202144,-0.14195372,0.039447695,0.61960423,-0.19679879,0.12928386,0.22470671,-0.12126373,0.049028244,0.33709425,0.014689866,0.073065214,0.15547468,0.34636393,0.05175278,-0.008338847,0.10996721,0.15081301,0.12267348,0.1129341,0.5278296,-0.18031135,0.055317596,0.6237755,-0.0828671,0.12828481,0.12775475,0.043275822,0.082489684,-0.023870116,-0.22409219,0.28867432,-0.033830214,0.12459365,0.2825816,0.08488382
1611,4,-0.15292424,-0.02374722,-0.19504125,-0.65537304,0.057859454,0.10379206,0.060089633,0.08436365,0.08496629,0.37432635,0.097223,-0.10263858,-0.09440154,-0.007085543,0.25881007,-0.035294864,-0.038926795,-0.2145169,0.20038074,-0.08345364,0.04709507,0.04521008,-0.046232365,0.0793981,-0.06464734,0.007313865,-0.0355907,0.07349513,0.47922292,-0.013716977,0.034409177,0.026438156,-0.12169558,0.25754148,0.24121091,0.22537664,0.040650934,0.11331041,0.33122736,-0.013910991,-0.013253872,0.05246697,-0.026070464,0.13079089,-0.018034542,0.15805776,-0.017686345,-0.051413473,0.18931352,0.032158654,0.09304067,-0.0225763,-0.015468845,-0.004325158,-0.0504216,0.23536375,0.14431486,0.052309975,0.044270664,0.13594884,-0.023719337
2377,5,-0.12058894,-0.08083786,-0.1532512,-0.5506072,0.07269271,0.016810331,0.041219093,0.06628478,0.08748015,0.47806388,0.16312255,-0.33232468,0.16379227,-0.0286013,0.084874235,0.03100658,-0.05648012,-0.113838695,0.1904051,-0.23849794,-0.13998587,0.008423228,-0.06898279,-0.026343696,-0.054418713,0.018638983,-0.011697385,0.07678405,0.32603818,-0.02930467,0.016983122,0.09269608,-0.12554666,0.091438085,0.2628163,0.40069538,0.013554202,0.08273299,0.28059432,0.10142797,-0.035773944,-0.03499023,-0.029361589,0.041791268,-0.09484801,-0.007905616,0.10435784,-0.050923254,0.124417916,-0.019146256,0.094368204,0.005460428,-0.103289805,0.041430105,-0.06389659,-0.06336933,0.13178489,0.23195195,0.13726011,0.24800344,0.010184708
529,2,-0.1727028,-0.03216204,-0.1478267,-0.08686744,0.08019366,0.076138385,-0.1385747,-0.09868022,0.099820785,0.32921723,-0.006970713,-0.23847394,0.16590069,0.035474963,0.26892188,-0.036039576,0.09524509,0.35580266,0.30996236,-0.12758575,0.04873453,0.055347048,-0.10207376,-0.08711889,-0.12250641,0.024300097,-0.045390036,0.016418725,0.33202514,-0.024214687,0.09086862,-0.046558022,0.007034543,-0.018892156,0.15247217,0.35383803,-0.10565443,0.2698125,0.22180612,-0.033281412,-0.08512668,0.0567693,0.03600821,0.14991136,0.051650316,0.13415962,0.03511411,-0.06824193,0.37914702,-0.041250385,-0.21477942,-0.09650019,0.02750756,-0.06686816,-0.032071903,0.20686346,0.12932473,0.15143621,0.081551336,0.16149665,-0.022142088
2176,1,-0.012194729,0.119379796,-0.2247852,-0.7149235,0.06756339,0.017819516,0.019889059,0.07690636,-0.07833363,0.36798576,-0.060267966,-0.3860858,0.07618056,-0.013333798,0.03609998,0.10095226,0.03687542,-0.27198723,0.10161995,-0.14945135,-0.15327094,0.007945261,-0.12791179,-0.022826567,0.08050321,-0.029084533,0.052935187,0.12457043,0.3164899,-0.034334313,0.10308414,-0.03754148,-0.11730304,0.12828729,0.3068674,0.1652486,0.07162546,0.21832256,0.3990683,0.13801883,0.08783679,0.000453488,0.062741525,-0.052193303,-0.08093,0.3524147,0.12919407,-0.016403051,0.26460963,-0.045704857,0.10022597,0.016249519,0.059438646,0.010836097,-0.014350817,0.073378205,0.024892196,0.1853861,0.32041273,0.09089829,-0.03415744
960,4,-0.3817492,-0.12895872,0.12023136,-0.5777052,0.1945046,0.23343019,0.09381685,-0.16429707,0.15158363,0.45100856,0.12974058,0.18880422,0.037369434,0.13063274,0.3144554,-0.1347763,-0.12862356,-0.16537522,0.32793012,-0.2679049,0.08974742,0.3521131,-0.09963041,0.04699758,-0.029044274,0.07587141,-0.000595711,0.1619459,0.59634686,-0.1693097,0.045325704,0.085060805,0.041026063,-0.38210776,0.13276817,0.58146685,-0.2346492,-0.06964177,0.39971703,0.037525054,-0.13658713,0.22468022,0.09604478,0.37290972,0.012502375,-0.011466182,0.099843435,0.16201803,-0.03823327,-0.15263386,-0.15341036,-0.069021344,0.032166906,-0.013406985,-0.004728342,-0.06064809,0.05362892,0.25688994,0.012211385,0.08413951,0.114051454
620,4,-0.26782116,0.026805336,0.21057154,-0.57208693,0.10949522,0.16972084,0.045185465,-0.21298757,0.17656717,0.42140526,0.14068654,0.1418665,0.07935217,0.13393933,0.36286038,-0.15432134,-0.10272324,0.08341446,0.33718312,-0.16396491,0.004481907,0.32321173,-0.07793693,-0.00272992,-0.052823197,-0.06624608,-0.041845877,0.11884687,0.50411224,-0.07481952,-0.000727268,-0.027716195,-0.09582338,-0.23190357,0.18999298,0.45875636,-0.22178829,-0.13306734,0.4391473,0.15395306,-0.009975803,0.10575334,0.15972416,0.2044967,-0.054815672,-0.38890374,0.041481562,0.13638282,-0.1156662,-0.15426584,0.017482692,-0.011376354,0.082684375,-0.07991079,-0.084045656,-0.051204957,-0.007164101,0.34572387,0.10905986,0.13510814,0.13201281
2130,4,0.20591162,0.035413716,-0.17953515,-0.42625406,-0.020505207,0.04149782,-0.059787683,-0.23841637,-0.029914636,0.5068842,0.028154166,-0.19919004,0.2205857,0.00467621,0.17163943,0.102777585,-0.038240645,-0.003407274,-0.07718471,-0.17608911,0.018379258,0.15394233,-0.05224072,0.23142771,-0.042317066,-0.043444388,-0.032362394,-0.05128329,0.49826807,-0.13217056,0.10909823,0.15363319,-0.15575798,0.10082194,0.1785697,-0.2464662,0.2884828,0.23010208,0.29738754,0.07299053,0.08977364,-0.028389258,0.20654766,-0.11396244,0.13013898,0.49048874,-0.083631836,0.08101785,0.68973327,-0.09024822,0.22615351,0.11362468,0.062292695,0.029228257,-0.059441734,0.023117956,0.15026645,0.23727064,0.027680546,0.37412643,-0.09866051
370,4,-0.3046602,-0.1070327,0.09788682,-0.60831964,0.104797274,0.21016745,0.015361123,-0.2400661,0.13309883,0.43542582,0.16576336,0.3345783,0.07512931,0.13022079,0.39897773,-0.09584969,-0.05228042,-0.09858736,0.30231217,-0.176705,0.03348425,0.33886272,-0.081609465,0.066370174,0.02656864,-0.048503157,-0.007680368,0.17751415,0.61594963,-0.1295525,0.054410163,0.037338648,-0.019369083,-0.3987025,0.20834771,0.516889,-0.34377232,-0.07026047,0.5095953,0.104608335,-0.043599837,0.06252715,0.14746948,0.32198778,0.03639971,0.026564004,0.006256552,0.16151889,0.06283904,-0.17446564,-0.026125027,-0.13744259,0.118824854,-0.101561084,-0.03230321,-0.07353094,-0.04912073,0.27090794,0.13665113,0.12734155,0.13531159
1656,4,-0.17867355,-0.14266893,0.002345651,-0.7442279,0.065167785,0.014917371,-0.007547258,0.15647678,0.038156923,0.35077167,0.0767028,-0.06084564,-0.13434063,-0.026861267,0.31760734,-0.013086997,-0.08427274,-0.3051021,0.1785817,-0.16049631,-0.015647236,-0.01042332,0.031017132,-0.08282478,-0.063315235,0.11546865,-0.11760244,0.06086747,0.15497987,-0.025672434,-0.005285167,-0.013755751,-0.14818043,0.312782,0.12156995,0.309717,0.13989669,0.12060821,0.13824072,-0.028508425,-0.013073706,0.07329417,0.08285123,0.09782335,0.000535471,-0.43970323,0.07618366,-0.02562508,0.09278917,0.08336296,0.02166174,-0.04347373,-0.025533145,-0.015223525,0.003231322,0.32704547,0.03930822,-0.0695009,0.03377521,0.18830438,0.038716856
