filename,label,feature_1646,feature_3311,feature_823,feature_2622,feature_2571,feature_1790,feature_3254,feature_1044,feature_1618,feature_988,feature_527,feature_654,feature_1074,feature_1275,feature_110,feature_1627,feature_3206,feature_2105,feature_1837,feature_2019,feature_1544,feature_1613,feature_1629,feature_616,feature_1574,feature_3248,feature_1715,feature_1639,feature_792,feature_2758,feature_1538,feature_1572,feature_632,feature_1464,feature_1898,feature_1029,feature_1471,feature_720,feature_257,feature_1682,feature_1683,feature_1638,feature_1674,feature_1175,feature_3788,feature_244,feature_1232,feature_3806,feature_1995,feature_1577,feature_613,feature_2099,feature_3750,feature_3801,feature_2644,feature_1375,feature_2133,feature_666,feature_750,feature_317,feature_1615
306,1,-0.107047655,0.043922547,-0.105949864,-0.72181445,-0.076608375,0.08131056,0.08391708,-0.1287134,0.10535343,0.34991482,0.068211906,-0.30853242,-0.053570647,0.11564276,0.073036246,0.017264444,0.06655818,-0.121098846,0.08507904,-0.021193365,-0.087715976,0.12422954,-0.04750264,-0.033107933,-0.08979926,-0.020760087,0.007312147,0.064235605,0.3914567,-0.053462174,0.044864923,0.04663866,-0.13295448,0.112078786,0.26607722,0.34641418,-0.2164695,0.0907243,0.44173223,0.1049119,-0.010334812,0.017046267,0.09716946,0.06054562,-0.028035684,0.06365531,0.1162671,-0.001777146,0.03813692,-0.031601105,0.074636824,-0.041900862,-0.018047506,0.071665876,-0.028636007,0.1623276,0.03593147,0.27019283,0.14664885,0.21281005,0.001899832
307,6,-0.20197621,-0.15028267,-0.16875196,-0.6378772,0.016899036,0.098546624,0.052481446,-0.13313726,0.055042434,0.34757382,0.14756417,-0.22900443,0.03245807,0.007936697,0.19393718,-0.012907592,-0.079849295,-0.27449137,0.13274802,-0.33544856,-0.118370265,0.12547268,-0.020089189,0.13679142,-0.11247114,0.09239584,0.022393491,0.21144196,0.58032215,-0.086875446,0.03531446,0.122028776,-0.066228,-0.16196977,0.257468,0.48213065,-0.12358492,0.094030306,0.425773,0.06994882,-0.00684749,-0.005554863,0.026264418,0.009361131,-0.023644717,0.10729775,0.098271474,0.02978937,0.07241273,-0.05440672,0.07796316,-0.09560842,0.10136074,-0.12559085,0.034789976,-0.19435988,0.030459326,0.23809999,0.25620228,0.10935992,-0.020463593
308,4,0.038199425,-0.082638346,-0.3571576,-0.46393713,0.040118635,0.006417139,0.028700495,-0.00823416,0.040472455,0.67445385,-0.13237977,-0.71546584,0.104305476,0.032070935,0.10900347,0.06706292,0.119831584,0.08686453,-0.13341554,0.18954054,0.11738785,0.1696609,-0.051138967,0.18281026,-0.06159544,-0.010948469,0.048929602,-0.042031318,0.6802513,-0.036414374,0.026455693,0.23720863,-0.38813636,0.31365862,0.36156365,0.17944703,0.0794505,0.06714735,0.3845618,0.12940854,-0.04156937,0.21133772,0.061377246,0.1304619,-0.11609824,0.79363227,0.002914113,0.006416696,0.63356364,-0.0376211,0.29208076,0.16050045,-0.051616587,0.018220484,-0.0344296,0.3911947,0.083863854,0.015786743,0.06010324,0.5549179,0.06826686
309,4,0.06165188,0.022685004,-0.28157502,-0.56416386,0.07323151,0.052149262,0.021145212,-0.074244745,0.037461836,0.53594,-0.099601164,-0.5935014,-0.013442774,0.016240047,0.19590071,-0.05900202,0.037686225,0.2011915,-0.10473138,0.25230032,0.0814093,0.14494693,-0.040941805,0.1482217,0.048126314,-0.016677776,0.05167562,-0.020046147,0.65692794,-0.06641378,0.074687056,0.11117638,-0.33342567,0.2491092,0.3183747,0.18181716,0.069586985,0.11526121,0.39321417,0.06485963,0.04266237,0.23912156,0.013860108,0.198403,0.024161987,0.6923917,0.06697539,-0.05551854,0.58754194,-0.0837815,0.19518961,0.06551687,-0.036485787,-0.003303434,-0.074497595,0.5206654,0.147249,0.15462428,0.063466825,0.46810016,0.003155694
310,4,0.14112519,0.006030315,-0.001021843,-0.6946865,-0.039596103,-0.037653714,-0.02393193,-0.00423467,0.13795286,0.3457358,0.13619886,0.12143282,-0.011519807,-0.037120458,0.07264011,0.0670685,-0.009775645,-0.2445325,0.10271193,-0.09156342,-0.005209659,0.05017889,-0.036132526,0.07911346,0.06145642,0.036467973,-0.07394411,0.17931226,0.23030636,-0.050581895,0.10877514,-0.10067654,-0.043709025,0.2872994,0.14536221,-0.10245764,0.050232567,0.12915826,0.354216,0.22341573,0.09474351,-0.07032309,0.118569136,-0.022324078,-0.016583929,-0.003180683,0.05788888,-0.032278787,0.2527941,-0.03338516,0.22740416,-0.05149381,0.010382553,0.004266724,0.055998825,0.17944759,0.12553181,0.4094025,0.010947404,0.33124602,-0.017808842
311,1,-0.025873816,-0.11882296,-0.08891677,-0.2677752,0.13470009,0.008920601,-0.09454039,0.12340095,-0.0383721,0.59281135,-0.15836024,0.06577761,0.26827693,-0.16358952,0.13236308,5.16E-05,-0.030298492,-0.018556494,0.2553638,-0.25427324,-0.11134307,-0.10000163,-0.11406299,0.029118618,0.121685565,0.07599308,-0.002806375,-0.084569275,0.092830114,-0.001885036,0.025552215,0.022021826,-0.34761465,0.16216223,0.024378987,0.17007977,0.084435955,0.025697352,0.04462742,0.06894537,-0.003395285,0.011401622,0.024644127,-0.089310944,0.042703062,-0.15760936,-0.009221878,-0.015572566,0.21143788,-0.08085185,0.006281939,-0.05016932,-0.018500652,-0.014453602,-0.055762213,0.32965472,0.18520275,-0.17284024,0.17801066,0.4981733,0.14370711
312,1,0.015429511,0.007897462,-0.13506278,-0.716844,0.013395363,0.038509894,0.111174054,0.009635503,0.04765137,0.26910675,-0.052042093,0.06427713,-0.07815643,0.013765276,0.18681967,0.11477421,-0.04133595,-0.3298549,-0.028449696,0.11092145,-0.08190789,0.16287565,-0.08695816,0.12221327,0.13362709,-0.10987064,0.07245433,0.15305996,0.43006498,-0.070352875,0.0943825,-0.034101803,-0.13498673,0.17429596,0.20852524,0.008770396,-0.007031391,0.16174202,0.41416633,0.09239822,0.10065461,0.04623808,0.15725237,-0.02771655,-0.08694159,0.079331845,0.1567655,-0.008235194,0.17203686,-0.029216336,0.1453095,-0.031186504,-0.073445946,-0.028287353,-0.04240525,0.20704186,0.062457338,0.23136167,0.22629346,0.1773915,-0.038874403
313,4,0.028377602,0.001609246,-0.28310716,-0.5229715,0.061987333,0.030182,0.025768714,-0.008842592,0.06228463,0.56636256,0.048282888,-0.6322505,0.19070715,0.0916906,0.14164712,0.027973907,0.01555885,0.1003984,-0.1164211,0.1515689,0.08532617,0.19962686,-0.07945715,0.19379105,-0.052644733,0.027284116,0.007805389,-0.09049805,0.7355944,-0.03090561,0.008075555,0.2066811,-0.37448642,0.3614811,0.34291467,0.11736985,0.1317132,0.07498002,0.31075245,0.061272435,-0.030326603,0.28731197,0.012622207,0.10536976,0.006061483,0.7449363,0.036027875,0.023031402,0.56521684,-0.06425651,0.13049851,0.06345518,-0.07993037,0.015104445,-0.048944525,0.22555757,0.15356891,-0.08145697,0.0702323,0.47295153,0.06428766
314,1,-0.2439376,-0.1834829,-0.15519159,-0.71973914,0.010435818,0.071783274,0.013433155,-0.20025611,0.12353307,0.36600024,0.11376903,-0.16817026,0.12834048,0.02045853,0.23413616,0.038727812,0.08296115,-0.16639644,0.18622795,-0.20558535,-0.0943764,0.1110709,0.016474713,0.1129824,0.047256295,-0.05642601,-0.060895406,0.24040677,0.52989,-0.070399374,0.04784583,0.05433777,-0.11588939,-0.28841656,0.32278603,0.49155757,-0.17099646,0.1260244,0.46282127,0.10220951,-0.03477719,-0.04725083,0.003102743,0.11156151,-0.04333857,0.08989493,0.03467568,0.037659056,0.064485386,-0.06769571,0.08041737,-0.24783505,0.049495976,-0.03844302,0.020656511,-0.20233063,0.10712211,0.18027467,0.29591513,0.14029396,-0.015697429
315,3,-0.26203793,0.13335289,-0.15223172,-0.5201324,0.064929195,0.10704092,-0.07100602,-0.15779063,0.12191093,0.2912408,0.028903393,-0.055134073,-0.091311775,-0.003457868,0.12765206,-0.12583607,0.029781459,0.30135506,0.47201625,-0.15117642,-0.031073065,0.0685364,-0.021683829,0.06223557,0.10032472,-0.08827245,-0.12938197,0.034609735,0.48002982,0.033068188,0.084793165,-0.0328967,-0.18436496,0.069230266,0.29453635,0.5640625,-0.20601206,0.11527757,0.48013413,-0.047703646,0.005089024,-0.01127188,0.005317548,0.108503126,0.07250156,0.07018467,-0.1879765,-0.12122091,-0.09256892,-0.025664585,0.00454421,-0.22299041,-0.11136416,0.023319742,-0.04581981,0.17768887,0.20437841,0.12680787,0.13240492,0.10558571,0.017458983
316,4,0.00033449,-0.04917409,-0.24438706,-0.4158088,0.029799603,0.060958255,-0.03014271,-0.011066551,0.07372642,0.6249689,-0.055269103,-0.6523841,0.009028871,0.121565595,0.29292837,-0.026172241,-0.004895523,0.17352466,-0.006524664,0.26041096,0.09336462,0.12768315,-0.08488633,0.09571726,0.009307728,0.1053108,0.05559734,-0.10176944,0.5945754,-0.04849994,0.028066,0.09912108,-0.4087165,0.37053362,0.37526798,0.1871605,0.091604024,0.035634972,0.25896698,0.14528625,0.030925201,0.2195313,-0.012564548,0.21674748,-0.07147877,0.5572991,0.12544198,-0.031049302,0.4883605,-0.017042281,0.08373443,0.08219924,-0.024121905,0.04968902,-0.12263043,0.45897272,0.050939802,0.054101802,-0.023078471,0.5121666,0.09685446
317,4,0.11734631,0.25984132,-0.28744856,-0.58772117,0.037800364,0.047639247,0.048510063,-0.06434198,-0.035994653,0.53796345,-0.046602394,-0.5729944,0.07028537,-0.00970665,0.14485225,0.08052069,0.036354106,0.28740898,-0.15846081,0.08782678,0.045917444,0.028320068,-0.2773265,0.0782933,-0.031565942,-0.21163689,0.024699725,-0.015393416,0.6665595,-0.03040798,0.059484914,0.19004788,-0.31773806,0.037227944,0.36195633,0.26339608,0.15516774,0.11427056,0.39281696,0.12430065,0.024086196,0.13050464,0.1408562,0.20755874,0.12220502,0.7452621,0.13382109,0.02568485,0.69918156,-0.08606559,0.15047203,0.34874448,-0.09176759,0.12578075,0.023361064,0.16235213,0.23442096,0.098646834,0.13787898,0.3367711,0.07598031
318,0,-0.04280806,0.052681636,-0.033555042,-0.7822058,-0.021561021,0.047100056,0.05729192,0.029476987,0.04106804,0.21391885,-0.050649706,0.02765241,-0.072620854,0.04968371,0.20085733,0.04275796,-0.007637406,-0.23262767,0.12287181,0.003293188,-0.062236987,0.054725565,-0.016456462,0.004529666,0.17209932,-0.031335596,0.04915132,0.09340614,0.21659929,0.002136838,0.10402596,-0.028465282,-0.34792674,0.30467463,0.25468564,-0.008768437,0.009818459,0.1555458,0.37609413,0.12693644,0.05817783,0.05820776,0.12857053,0.09900861,-0.071701854,-0.15001929,0.09041887,0.02112567,0.073370405,-0.080907464,0.18882541,-0.047038395,-0.02533451,0.013708581,-0.06160865,0.23166075,0.10419668,0.15346953,0.21409991,0.10612893,-0.006035944
319,4,-0.2619132,-0.14892823,-0.04743392,-0.5927261,0.026236905,0.09993851,0.017663753,-0.06688318,0.07806852,0.3765032,0.14124353,-0.11604568,0.028548228,0.018102037,0.2615073,-0.030133346,0.03301325,-0.10774882,0.26053423,-0.40597385,-0.16201432,0.18145353,-0.13472877,0.08283572,-0.13630979,-0.044316523,0.060013372,0.08881836,0.5301803,-0.09253138,-0.006302807,0.1179091,-0.035382733,-0.31291872,0.220028,0.40463263,-0.10836261,0.0839449,0.45435673,0.03721221,-0.034143355,0.0811052,0.06404086,0.20723325,-0.05484673,-0.043733288,0.09967933,0.0902586,0.18480276,-0.03546009,0.06521929,-0.116277285,0.037114173,-0.031022461,-0.021892468,-0.10011036,0.11385721,0.24026847,0.20678227,0.032099474,0.06815156
320,4,-0.021006066,-0.08551199,-0.25177392,-0.48624915,0.119691715,0.05261657,0.039396457,-0.005625108,0.07245909,0.63749415,0.016133176,-0.7405652,0.13889474,0.060880072,0.22146432,-0.008658002,0.090367466,0.2186787,-0.023667568,0.036856674,0.03894341,0.20515217,-0.12110811,0.24999566,-0.14736064,0.038846992,0.023976915,-0.09721476,0.75805384,-0.032782067,0.04398917,0.21295625,-0.39800638,0.10800695,0.36618444,0.08481845,0.15268095,-0.005958337,0.26647925,0.091796346,0.016818168,0.23087403,0.009135344,0.17991428,-0.065363534,0.7852105,0.050496247,-0.04577365,0.7344676,-0.04571151,0.23952779,0.035233777,-0.02487561,0.021509402,-0.055327162,0.25955734,0.1836947,0.07273301,-0.03658283,0.5684176,0.09448632
321,1,-0.042226553,-0.12843129,-0.17188925,-0.36911795,0.08730959,-0.015413914,0.032652885,0.026403723,-0.01977612,0.6023648,-0.17793454,0.033377524,0.22826266,-0.078375965,0.087066606,0.016174302,-0.05531292,-0.102236606,0.18750323,-0.12589107,0.010477467,-0.07248269,0.02358255,-0.12808675,0.100434974,0.073816806,-0.03964939,0.04274524,0.12972456,0.020455962,-0.003528168,0.062458165,-0.3234354,0.34190175,0.044100467,0.13609874,0.18079606,0.02750325,0.17402494,0.08290994,0.0561762,-0.005295121,0.00411098,-0.19052126,0.024210632,-0.060972422,-0.011887747,-0.003115333,-0.033077322,0.045778308,-0.011358214,0.032241743,-0.030070227,-0.001926103,-0.023607098,0.28289676,0.09474543,-0.2232209,0.22812687,0.55035084,0.06639675
322,6,-0.23459813,0.01909632,-0.024688657,-0.12207191,0.12727939,0.001559912,-0.027095575,-0.05072194,0.17344642,0.461714,0.05601241,-0.007615503,-0.22236432,0.012521517,0.1698786,-0.121528074,-0.013799056,0.43831235,0.4557487,0.05965275,-0.15831485,0.002586139,-0.026977398,-0.23239994,0.13513494,0.03322476,-0.071351536,-0.09319582,0.21083607,0.00845567,-0.088780425,-0.079702385,-0.2293975,0.31947958,0.2845617,0.5097085,-0.14368048,0.002285968,0.40451527,0.08671971,-0.011492805,-0.091716066,-0.1249081,0.17410722,0.16684596,-0.20491317,-0.047798198,-0.1180728,-0.2744026,0.048466045,0.25238547,0.063857645,-0.20640016,-0.007683741,-0.091201104,0.47301495,0.28434464,0.012589943,-0.03786873,0.21594839,-0.048730627
323,0,0.091449596,-0.047679253,-0.36417037,-0.49661496,0.07062063,0.03584606,-0.011452267,-0.024686847,0.1057597,0.63472474,-0.11209185,-0.7491568,0.015441161,0.03020574,0.23482135,0.003931601,0.050739303,0.084236056,-0.06316962,0.17557512,0.09648344,0.20660667,-0.03575266,0.2068368,7.91E-06,0.04859195,0.049464427,-0.10879327,0.74730444,-0.04011351,-0.020173892,0.19261612,-0.42073363,0.21308614,0.3259092,0.14418235,0.0686345,0.004976357,0.3168257,0.07059338,0.003298101,0.28887305,-0.05476611,0.26871344,-0.040727302,0.8062289,0.112753645,-0.030640572,0.6557301,-0.015178728,0.20584181,0.07792523,-0.042867728,0.026212756,-0.063843004,0.5141008,0.121892035,0.10769381,0.017449997,0.595939,0.04684987
324,4,0.28219533,0.19536775,-0.6135526,-0.49925995,-0.045313597,0.056261733,0.13783824,-0.07482694,-0.031588677,0.5747029,-0.33588594,-0.58661115,-0.0364525,-0.035736654,0.069346674,0.048362836,0.070124514,0.34334183,-0.3947166,0.2834084,0.04549627,-0.094360046,-0.20679915,-0.002444654,0.11058313,-0.14716949,-0.01955257,0.026846165,0.7259571,-0.09609099,0.1414086,0.17779608,-0.2630901,0.10366668,0.47214928,0.48637152,0.11199833,0.18821268,0.3575967,0.14202514,0.14208634,0.16879584,0.06773862,0.24165623,0.053700935,0.8798803,0.18536575,-0.048468314,0.5724171,-0.02237038,0.24257986,0.23991267,-0.07616213,0.006270166,-0.106760345,0.15261361,0.2604563,0.07255275,0.14339343,0.4651863,0.001805437
325,3,-0.00800985,0.0399755,0.007026619,-0.6937159,-0.001854181,0.0191631,0.054494794,-0.026161911,0.0758042,0.23688374,0.011775387,0.007839481,-0.03685524,-0.001249238,0.11502401,0.05660013,-0.046251137,-0.2278669,0.06687348,0.07209362,-0.050170783,0.07854593,-0.11905246,0.05694033,0.031293567,-0.05932981,0.05891795,0.09628401,0.38315132,-0.020884918,0.09318497,0.00953715,-0.14863455,0.31720152,0.23487292,-0.05271486,-0.025192766,0.18329535,0.48940304,0.040339295,0.021932784,-0.032273512,0.10622764,0.11145382,-0.05468295,0.0586185,0.06918383,0.011395942,0.07668161,-0.0261585,0.21998799,-0.084452875,0.000439094,0.09493927,-0.062150136,0.22506562,0.10080312,0.3052233,0.105039135,0.2022302,-0.05949854
326,7,-0.005640704,0.04417186,-0.24404795,-0.7180529,0.020914927,0.09380967,0.08464435,-0.017956233,0.07271702,0.33608446,-0.079447575,0.2363045,-0.09614777,0.05802149,0.26025316,-0.014391757,0.034058627,-0.12429833,0.025522389,0.05349539,-0.065672256,0.1289523,-0.09055142,0.009365624,0.13602199,-0.06847682,0.0952839,0.08585117,0.42486843,0.029349722,0.0748208,-0.002265755,-0.14105153,0.22728798,0.33069777,0.14417839,-0.04682934,0.15991107,0.3826845,0.077693455,0.08505493,-0.034700047,0.08738112,0.1334515,-0.047596745,0.017771676,0.07344485,-0.013726521,0.003413593,-0.08437981,0.10464508,-0.044133335,-0.03183659,0.10744067,-0.058570486,0.18376146,0.15704939,0.07481832,0.15565377,0.14255138,-0.026075792
327,4,-0.18788649,-0.111735836,-0.1152372,-0.70414937,-0.040024403,0.08067948,0.05573404,-0.13199891,0.12596536,0.36378482,0.11946038,-0.17883523,0.09805832,0.039357495,0.1629421,-0.065760694,-0.07183369,-0.23532711,-0.00154944,-0.295837,-0.06313907,0.123790406,0.040351413,0.09631816,-0.052201863,-0.049006525,0.020861126,0.23849596,0.65350205,-0.090526395,-0.022716045,0.1599376,-0.066287205,-0.11993654,0.23347493,0.59050363,-0.123343304,0.048306037,0.47979507,0.15105447,-0.055487048,0.014804971,-0.016209755,-0.008197324,-0.16463043,0.23011775,0.122144386,0.065120235,-0.1326557,-0.13424176,0.07826228,-0.14487348,0.001478578,-0.03642853,0.04364549,-0.22853516,0.09704596,0.20994861,0.255822,0.069735125,0.024321811
328,1,-0.15755509,-0.154411,-0.20440903,-0.65411127,-0.0449295,0.050987158,0.10598897,-0.14032878,0.14847456,0.4008925,0.18122852,-0.048236728,0.08752181,0.08620075,0.21140048,0.049318537,-0.037196368,-0.13177463,0.1462326,-0.25073457,-0.088822745,0.14371566,-0.038708106,-0.017742502,-0.061000187,0.000586178,0.033117447,0.2268582,0.47509474,-0.10598601,0.03112981,-0.02484847,-0.059199672,-0.1832583,0.18632159,0.4497815,-0.15422583,0.002173606,0.41062102,0.14619623,-0.062458236,-0.026778314,0.007437818,0.14961024,-0.102955066,-0.009609846,0.14846657,0.047170307,0.028411029,-0.031545907,0.119421944,-0.077663004,0.001638381,-0.002628987,-0.005398282,-0.15269132,0.07212367,0.17477365,0.2881015,0.18558356,-0.04484375
329,7,-0.06046973,-0.32387006,0.30898362,-0.52323574,0.07350178,-0.054906953,-0.10051587,0.10618737,0.14815913,0.23700985,0.09775525,0.07606994,-0.039166357,0.004475079,0.04939807,-0.009820104,-0.006142227,-0.2788078,-0.07903199,0.056744076,-0.0678283,-0.018176034,-0.06972088,-0.001881915,-0.00743508,0.18334877,0.040966596,0.058591317,-0.13374339,0.039910723,0.052281544,-0.033400837,-0.26406685,0.4709607,0.10219142,0.17104514,0.03494584,0.07151691,0.24755299,0.028997045,-0.02555215,-0.05908128,0.064577065,0.13969521,-0.061515085,-0.3843908,0.10223529,-0.060054246,-0.2956609,-0.052924473,0.28280643,-0.06373313,-0.13488711,0.06294688,0.004390313,0.43130994,0.00057077,0.110410064,-0.1566106,0.38991463,-0.06381021
330,1,-0.15045916,-0.08044203,-0.17088047,-0.07644415,0.13824326,0.051514324,-0.08510066,0.25432512,-0.06884505,0.5020469,-0.03516086,0.117574714,0.20078138,-0.097183175,0.12348126,0.048971634,-0.1294155,-0.0458185,0.28482425,-0.064957365,-0.03949772,-0.10104392,-0.11071435,-0.04747211,0.085377164,0.20132339,-0.047924444,-0.024724694,0.041725993,-0.01238254,0.05739485,0.003980841,-0.24372871,0.2398901,0.09032684,0.26834947,0.07931562,0.028936807,0.08375204,0.040654384,-0.046173636,0.043102503,0.10435836,-0.028737804,0.005479271,-0.12334599,0.03953811,-0.09714061,0.009623989,0.000188179,-0.019167323,0.010462413,-0.055814017,-0.003924904,-0.037035514,0.32146284,0.04894655,-0.06684948,0.17799316,0.4247514,0.033102952
331,1,-0.07830659,-0.083052844,-0.15523252,-0.13521533,0.19405743,0.027594203,-0.1261221,0.14801958,-0.043149915,0.56205595,-0.14223322,0.14004089,0.21697278,-0.07147533,0.15205483,-0.025004175,-0.08428704,0.038488172,0.20500453,-0.076842956,-0.054953545,-0.10225043,-0.008418685,-0.10019179,0.08897073,0.15528244,-0.020905517,-0.05101422,0.093820795,-0.028894022,0.0544446,0.0835906,-0.29958513,0.2984452,0.031951237,0.3477603,0.09535462,0.020988852,0.13655122,0.033919495,-0.06594751,0.000915021,0.08394103,-0.106421836,-0.10075466,-0.16971008,-0.05072528,-0.039353203,0.23331101,-0.07651361,-0.090238154,0.03209732,0.020311642,-0.06540548,-0.07043775,0.38726342,0.015983397,-0.14779294,0.11447722,0.5638959,0.16316736
332,1,-0.18259269,0.14713679,-0.23283957,-0.68185127,0.036146425,0.13471882,0.042081513,-0.251613,0.10163211,0.3547804,0.055432457,-0.24536556,0.11008318,0.053005792,0.26477283,-0.0641854,0.049414854,0.09778771,0.10116535,-0.2871868,-0.010017181,0.14417805,-0.047956735,0.06861149,-0.048101127,-0.16203539,-0.05401138,0.12151707,0.51713854,-0.06324145,0.14107415,0.10917821,-0.1250488,-0.020529874,0.33535066,0.44819075,-0.13642026,0.08668036,0.34953478,0.03875877,-0.047955904,0.09349733,-0.01426407,0.09507855,0.05607641,0.1915573,0.061453223,-0.001218126,0.11062252,-0.06827437,-0.0535262,-0.064782955,0.02480391,0.07602566,-0.030357009,-0.19377196,0.23839398,0.12518755,0.058860563,0.18073757,-0.003152908
333,1,-0.17288385,-0.000350244,-0.07756184,-0.30767438,0.16998407,0.06575973,0.01217528,0.1341176,-0.0140235,0.38492265,0.07223113,-0.072978124,0.24308184,-0.09200606,0.24481864,0.007732837,0.06416818,0.10719513,0.29326445,-0.33972752,-0.079931244,-0.013443663,-0.17806059,0.15816317,0.06646517,0.0005931,0.04185655,-0.04647195,0.25340033,-0.043907147,0.0986706,-0.008811575,-0.14776395,-0.13211405,0.13071589,0.19091141,0.09725829,0.2389541,0.19114265,0.06594673,-0.046493985,0.002445537,0.056703605,-0.088928185,0.008757238,-0.09279217,0.026868733,-0.032904737,0.41929355,0.04136803,0.13605776,-0.06809113,-0.04145292,0.043113254,-0.066207014,0.13770972,0.24284871,-0.026701797,0.19757569,0.22747193,0.057453033
334,2,-0.14495978,-0.12436651,-0.18858227,-0.592297,-0.019015187,0.058255553,0.023567876,-0.12377989,0.098107755,0.3563566,0.119624585,-0.22306213,0.07606915,-0.053817723,0.046486843,0.035323758,-0.03408946,-0.12476012,-0.035754707,-0.2638468,-0.13748378,0.03182587,-0.003981659,0.17509653,-0.027471352,0.017421179,-0.05406965,0.23572566,0.66080856,-0.075123765,0.04627595,0.18978435,-0.12087033,-0.086050875,0.3522471,0.45319092,0.02768307,0.08256231,0.41356528,0.12046419,-0.018857066,0.006101317,0.016133927,-0.16518757,-0.047480535,0.244235,0.037834488,0.022197174,-0.1435461,0.038179852,0.026471741,-0.12083529,0.04151872,0.002632325,0.005613035,-0.3147274,0.17086224,0.20579842,0.22690701,0.15107201,0.007222166
335,4,0.024981277,-0.06586108,-0.37348315,-0.54533,0.1237198,0.09989232,0.03522268,-0.026144482,0.0541315,0.6316387,-0.14019644,-0.7571702,0.03750412,0.021956936,0.19811237,-0.023422796,0.08083697,0.12399249,-0.14447524,0.21831945,0.04177248,0.1834906,-0.09334184,0.18501285,-0.09449548,0.034587704,0.01714997,-0.10566781,0.74431545,-0.017543174,0.000423403,0.21751106,-0.4150007,0.19605549,0.40660056,0.23040405,0.11475635,0.014299863,0.32155707,0.046928592,0.025832545,0.26000065,-0.051734854,0.30422822,-0.03790881,0.83543676,0.078386135,-0.036465142,0.7293578,-0.018204363,0.25232208,0.105638124,-0.07160389,0.014679041,-0.062418494,0.43372688,0.11948256,0.123558596,-0.007338544,0.59903497,-0.00725673
336,1,0.004388255,-0.10861068,-0.098398,-0.14027786,0.11779702,0.08357429,-0.08061553,0.16462815,-0.059785794,0.5109946,-0.02917798,0.13209331,0.18879165,-0.11430508,0.18209673,-0.004457298,-0.078166164,0.080241404,0.25232586,-0.2769137,-0.031982325,-0.14160055,-0.052960217,0.16824059,0.06749308,0.11052039,0.022660604,-0.015918264,0.19105361,-0.002324499,0.07394288,0.03146044,-0.2151375,0.21027711,-0.023795983,0.1355169,0.21732461,0.035999533,0.20452635,0.008725495,-0.028925342,0.10139669,0.121436134,-0.16172706,0.050655264,-0.24151786,0.009753228,-0.0844534,0.28006366,-0.027861323,0.012275764,0.010381556,-0.005673988,0.01611895,-0.07318966,0.41119084,0.15991718,-0.028947506,0.21561046,0.41978896,0.049753
337,3,-0.14102402,0.032138705,-0.25722235,-0.63947326,-0.011652624,0.038928967,0.050534796,-0.043137085,0.14311069,0.30746618,-0.01776641,-0.33680052,-0.005085862,0.10025465,0.080811,0.030068325,-0.035462633,-0.1596311,0.050170973,-0.28062555,-0.07785917,0.064737804,-0.06322949,0.009846791,-0.051401094,0.0660083,-0.06309113,0.12046428,0.5481297,-0.045313146,0.09151859,0.08548303,-0.120347716,0.13535407,0.2689693,0.6289119,-0.104856305,-0.003774923,0.38614053,0.106450625,-0.028497348,0.10635559,0.018034333,-0.014285623,0.00489478,0.14612909,0.20003945,0.05356791,0.009844197,-0.15392171,-0.07968627,-0.05313421,-0.013033537,-0.022334807,-0.013333836,-0.07355799,-0.012261633,0.24025667,0.15917993,0.21127366,0.038762037
338,4,0.09448677,-0.012224833,-0.20810938,-0.6115099,0.010776152,0.012501752,0.035122447,-0.16052769,0.10431061,0.5041154,0.14090845,-0.5010085,0.18682976,0.08922766,0.22182341,-0.05186315,0.11849132,0.09945194,-0.017653016,-0.011968566,0.04720914,0.19641067,-0.044218667,0.23203912,-0.087432116,-0.07357415,0.015306432,-0.06546047,0.6545446,-0.028816823,0.032713417,0.18141358,-0.1952154,0.08774238,0.31474274,0.019525431,0.08455484,0.12746052,0.32524106,0.06439853,-0.054763854,0.2000866,0.060597125,0.15684982,-0.072202034,0.6543802,-0.039126568,0.027378038,0.7298478,-0.035797957,0.077451065,0.13795519,-0.03739983,0.026683288,-0.05329202,0.14962919,0.12906066,0.014035022,0.024322255,0.38634405,0.1042587
339,0,-0.15602589,-0.021011401,-0.112253636,-0.71304685,0.04042719,0.087131634,0.12337725,-0.22619884,0.14002621,0.3615051,0.15734774,-0.058011048,0.027185453,0.0551203,0.19156978,-0.044252824,-0.00077655,-0.13368545,0.12723483,-0.25022754,-0.038019054,0.08313853,0.0508945,0.10686323,0.008552765,-0.1316589,-0.091556594,0.26600453,0.5302456,-0.07086983,0.000913676,0.018250234,-0.120146446,-0.12189939,0.22662763,0.43057272,-0.16676174,0.050507966,0.47759467,0.13320678,-0.015342382,-0.03430024,-0.001828341,-0.01571579,0.00858774,-0.009346812,0.050698187,0.012306617,-0.1973856,-0.002823269,0.13719021,-0.11053102,0.062216077,0.05557878,-0.00849334,-0.246517,0.13385735,0.17508717,0.2625589,0.090835914,-0.010088383
